name,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
E2,http://www.yelp.com/biz/e2-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,179,4,"I can't say enough about E2. I love the atmosphere, it's cozy and romantic but not crammed. It's minimalist cozy. It's very warm and inviting. 

My...",Highland Park,40.475437,-79.919706,italian,food
East End Book Exchange,http://www.yelp.com/biz/east-end-book-exchange-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Great book store all around. Good variety of books, lots of interesting titles I wouldn't have thought to look for and that can't be found at box stores,...",Bloomfield,40.4611065,-79.9482096,shopping,shopping
El Burro,http://www.yelp.com/biz/el-burro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,4,"I'm from Southern California and my boyfriend lived in San Diego for a couple decades, so it's safe to say we have some pretty strong opinions on Mexican...",North Side,40.45588,-80.006529,mexican,food
El Milagro,http://www.yelp.com/biz/el-milagro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,A gem of a place in Pittsburgh for Mexican food. This was our first visit and the place did not disappoint us. We are sure to visit here again to try the...,Beechview,40.411087,-80.025049,mexican,food
Eleven,http://www.yelp.com/biz/eleven-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,425,4,"This is one of my favorite restaurants. It feels like an experience, not just a meal here. They make their own break and have a person delivering it around,...",Strip District,40.44596918,-79.99353983,restaurants,food
Eliza's Oven,http://www.yelp.com/biz/elizas-oven-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,13,4.5,So I pretty much stop here every time that I get a chance.  The barleywine pretzel and beer cheese is not to be missed.  For real people!,Strip District,40.454311,-79.980494,bakeries,food
Eons Fashion Antique,http://www.yelp.com/biz/eons-fashion-antique-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"You simply have to visit this shop, they have the best quality vintage clothing and really excellent customer service.  The store feels cramped, but then...",Shadyside,40.45674515,-79.92945099,shopping,shopping
Escape Room Pittsburgh,http://www.yelp.com/biz/escape-room-pittsburgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4.5,Awesome!!!  Had the best time there. Hubby and I went by ourselves and were paired up with 4 great teammates for the prison escape. Tough but so much fun....,Greenfield,40.426331,-79.939987,active,active
Espresso A Mano,http://www.yelp.com/biz/espresso-a-mano-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,214,4.5,"Espresso a Mano is within walking distance of my house, and it is a serious problem. I come here way too often and I just can't help myself. This coffee...",Lawrenceville,40.4660797,-79.9650879,coffee,food
Everest Ethnic Restaurant,http://www.yelp.com/biz/everest-ethnic-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,3.5,"The food here is great!!  We love the vegetable momos with spicy sauce (very spicy), dal makhani, naan with onion and garlic, vegetable platter, pulse soup,...",,40.36767991,-79.98418686,indpak,food
Everyday Noodles,http://www.yelp.com/biz/everyday-noodles-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,323,4,"I thoroughly enjoyed my time at everyday noodles. This was my last meal while staying in Pittsburgh and I'm glad we fit this in our schedule. 

You write...",Squirrel Hill,40.4381401,-79.9201014,chinese,food
Everyday's A Sundae,http://www.yelp.com/biz/everydays-a-sundae-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,"I went here for lunch today after learning they have an all-day breakfast menu. My coworker told me about this place.  I got a bacon, egg, and cheese bagel....",Shadyside,40.46010505,-79.92423268,sandwiches,food
Family Restaurant,http://www.yelp.com/biz/family-restaurant-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,5,"Excellent culinary skills and wonderful proprietors nestled here in Carrick.
Mix of Mediterranean and pizza shop offerings. Many delicious vegan options but...",Carrick,40.38506575,-79.97837931,newamerican,food
Feng Japanese Steak Hibachi & Sushi House,http://www.yelp.com/biz/feng-japanese-steak-hibachi-and-sushi-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,What a hidden gem! I have walked past this place probably a hundred times without going inside and boy was I missing out. I went with some friends and...,Bloomfield,40.4639582,-79.9528867,sushi,food
Fiori's Pizzaria,http://www.yelp.com/biz/fioris-pizzaria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,4.5,"Looking for good pizza in the 'burgh? Well, you just found the best.

Fiori's is one pizza shop that we go out of our way for. Their pies are always fresh...",Beechview,40.405245,-80.018538,pizza,food
Five Points Artisan Bakeshop,http://www.yelp.com/biz/five-points-artisan-bakeshop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,5,Disclaimer: I'm writing on behalf of all my family (immediate and extended) and friends who have had the pleasure of bread from this bakery. It's just too...,Squirrel Hill,40.4443398,-79.916832,bakeries,food
Food Glorious Food,http://www.yelp.com/biz/food-glorious-food-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,35,4.5,"I walk by this place every Wednesday, and until today I had never poked my head inside. I was super hungry, it's raining, and the store smells SO GOOD, so I...",Highland Park,40.4754295,-79.9196091,bakeries,food
Forbes Field Outfield Wall,http://www.yelp.com/biz/forbes-field-outfield-wall-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"A slice of Pittsburgh history, and well worth the visit.  

But besides the visit, you should also consider attending the ceremony that is held here each...",Oakland,40.4431448,-79.9535839,active,active
Fredos Deli,http://www.yelp.com/biz/fredos-deli-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4.5,"In a nutshell: great deli serving up variety of foods. Fresh ingredients, great service. 

I wish I'd come here sooner. It's a small family-owned business...",Dormont,40.3961983,-80.0354385,sandwiches,food
Frick Park,http://www.yelp.com/biz/frick-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"I love living next to Frick Park.  This park is absolutely massive and so lovely.  

Overall, I feel like there are typically fewer people here than...",Squirrel Hill,40.43287,-79.903958,active,active
Gaby Et Jules,http://www.yelp.com/biz/gaby-et-jules-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,131,4,"In the past year, I have developed a bit of a love affair with macarons. Being home for Christmas, I knew I needed to see what Pittsburgh had to offer. I...",Squirrel Hill,40.438345,-79.921365,french,food
Gaucho Parrilla Argentina,http://www.yelp.com/biz/gaucho-parrilla-argentina-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,682,4.5,"I've been wanting to try Gaucho for a long time.  I've heard so many good things, and it completely exceeded my expectations!  The menu is extensive, there...",Strip District,40.449077,-79.987519,restaurants,food
Ginza,http://www.yelp.com/biz/ginza-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,76,4,"I hesitate to tell people that this gem exists, but in fear of them closing because of lack of food culture, I feel so obligated to share the...",Bloomfield,40.4612999,-79.94889832,sushi,food
Glitter & Grit,http://www.yelp.com/biz/glitter-and-grit-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,5,"Excellent customer service, small but unique selection of dresses. Very happy with the appointment when I was there.",Lawrenceville,40.4821656,-79.9522779,shopping,shopping
Gluuteny Bakery,http://www.yelp.com/biz/gluuteny-bakery-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,55,4,"Fantastic. A true miracle I can have baked goods. 
Always friendly staff and delicious items that change slightly with the seasons. 
Brought a cupcake for...",Squirrel Hill,40.43518448,-79.92259979,bakeries,food
Golden Triangle Bike Rental,http://www.yelp.com/biz/golden-triangle-bike-rental-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4.5,"This is a Great place to rent bicycle 
But the tours are even better than the rates on the bicycles!
I am from a suburb in Pittsburgh and have never done...",Downtown,40.4357452,-79.9971085,active,active
Gooski's,http://www.yelp.com/biz/gooskis-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,69,4.5,"I love Gooski's. I always felt like I would since several people I know and trust have suggested it to me, but one thing or another kept getting in the way...",Polish Hill,40.4569199,-79.96648,nightlife,nightlife
Gosia's Pierogies,http://www.yelp.com/biz/gosias-pierogies-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,3.5,"I was lucky enough to taste Gosia's Pierogis at the Pierogi Festival at Stage AE this past weekend.  

What a price difference from some of the other...",Strip District,40.4503288,-79.9867935,ethnicmarkets,food
Gourmet Market,http://www.yelp.com/biz/gourmet-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,4,"Tiny, wittle, small store with some russian goodies. They don't have premade Oliv'e but they do have your basics such as pelmeni, vareniki, jams, candy,...",Squirrel Hill,40.4280199,-79.92485,ethnicmarkets,food
Grandview Bakery,http://www.yelp.com/biz/grandview-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,45,4.5,"It's not a blessing that I live minutes from this place but it's also not their fault. Lol 

They have everything from donuts, cakes, cookies, pies, bread...",Mt. Washington,40.429882,-80.007103,bakeries,food
Great Harvest Bread Co,http://www.yelp.com/biz/great-harvest-bread-co-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,4.5,"Phenomenal quality. The breads are excellent and everything on the sandwiches was so fresh, so crisp, and so flavorful.  We had the roast beef and the...",East Liberty,40.45917635,-79.91826796,sandwiches,food
Grit & Grace,http://www.yelp.com/biz/grit-and-grace-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,212,4,"This review probably isn't indicative of a 'full' experience here, since I stopped in on Christmas Eve and only tried a single dish. Overall the service was...",Downtown,40.442035,-80.002556,chinese,food
Groceria Merante,http://www.yelp.com/biz/groceria-merante-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,5,"This place is the perfect Italian grocery store. Great local bread and deli meats, wide selection of in season fruit and vegetables that are cheap and a ton...",Oakland,40.4365709,-79.95538761,ethnicmarkets,food
Handmade Arcade,http://www.yelp.com/biz/handmade-arcade-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4.5,"I love events like this around town.  Instead of having to make multiple trips to different areas, you get it all in one stop.  This is especially great...",,40.45086601,-79.99076843,shopping,shopping
Hog's Head Bar & Grill,http://www.yelp.com/biz/hogs-head-bar-and-grill-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,30,4.5,"Awesome place!!! Very family friendly. Visited Pittsburgh for 2 weeks, ate here 4 times!! Every time we asked the kids (6 kids aged 7 through 16) where they...",West View,40.48244095,-79.99600983,nightlife,nightlife
Hollywood Theater,http://www.yelp.com/biz/hollywood-theater-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,28,4.5,There's a reason I haven't been inside a movie theater in years.  And cost is just one of them.  Those who know me won't be surprised to read what finally...,Dormont,40.39613,-80.03534,arts,arts
Hough's,http://www.yelp.com/biz/houghs-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,130,4,"Came here on a Friday night, it was pretty busy but we found a couple of seats at the bar. When I sat down, I was pretty disappointed.....I'm a beer snob...",Greenfield,40.4262619,-79.94033051,nightlife,nightlife
How Lee Chinese Food,http://www.yelp.com/biz/how-lee-chinese-food-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,161,4,A couple friends and I got together last night for a girls night and decided to order from How Lee.  I'm always a little worried when ordering delivery for...,Squirrel Hill,40.4379005,-79.9195099,chinese,food
Hunan Bar,http://www.yelp.com/biz/hunan-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4,Mapo tofu is one of the best in Pittsburgh. Stair fried pork belly with leeks is also very good. More than half of the entries on menu are spicy but there...,Oakland,40.4403038,-79.95627594,chinese,food
I Am Yoga,http://www.yelp.com/biz/i-am-yoga-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4.5,"Wow...I love this studio. I never tried Bikram yoga before, and I originally started doing yoga to supplement dancing (I do competitive ballroom dance). In...",Squirrel Hill,40.43783,-79.92282,active,active
Ichiban,http://www.yelp.com/biz/ichiban-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,3.5,"This is only for the Robinson location.  I order sushi takeout about once a month from here. I have to say, the lunch specials are fantastic and my rolls...",,40.4519528,-80.1633006,japanese,food
Il Pizzaiolo,http://www.yelp.com/biz/il-pizzaiolo-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,173,4,I have been wanting to check out Il Pizzaiolo for a while now and glad we got the chance to on a random Monday night. The place is small inside and we...,,40.380192,-80.044459,italian,food
India Market,http://www.yelp.com/biz/india-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,4,"This is a charming little Indian grocery store in the North Hills. I do mean little - it's just a single, smallish room in a small strip mall, but it is...",,40.54310608,-80.02893829,ethnicmarkets,food
India on Wheels,http://www.yelp.com/biz/india-on-wheels-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4,"Love this place-cheap, convenient to work and delicious! I almost always get the chicken tikka, a samosa and mango lassi. The only downside is cash only,...",Oakland,40.4474106,-79.9537735,indpak,food
India Palace Cuisine,http://www.yelp.com/biz/india-palace-cuisine-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,3.5,This is a hidden gem in the Cultural District! We brought a bottle of wine from the Market Square Grocery. This restaurant is BYOB with no corkage fee! We...,Downtown,40.44310257,-80.00226505,indpak,food
Indian Spices,http://www.yelp.com/biz/indian-spices-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,43,3.5,"Owners daughter is the hostess and compared to the next door competitor (other hostess is old lady), their food is more tasty!

Reasonably priced.

Liked...",Downtown,40.44335938,-80.00216675,indpak,food
Istanbul Grille,http://www.yelp.com/biz/istanbul-grille-pittsburgh-4?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,This is absolutely and without question one of my very favorite lunch spots in downtown Pittsburgh. It is tucked away in the Steel Building tunnel (heading...,Downtown,40.441355,-79.994853,ethnicmarkets,food
Jade Grille,http://www.yelp.com/biz/jade-grille-pittsburgh-5?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,91,4,"A friend came to visit from out of town and we decided to explore Washington Rd. together. Jade Grille was a place I had been wanting to try, especially...",,40.38050932,-80.04480623,sushi,food
Jean-Marc Chatellier's French Bakery,http://www.yelp.com/biz/jean-marc-chatelliers-french-bakery-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,98,5,"Saw this bakery on a PBS special about Millville and made a trip to see for ourselves.

Bought croissants, macarons, a French shortbread and enjoyed...",Millvale,40.48130798,-79.97489929,bakeries,food
Jimmy John's,http://www.yelp.com/biz/jimmy-johns-pittsburgh-9?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4,"I know this location has been open for a while now, but let me start out my review by saying that my co-workers and I were PUMPED when we heard that JJ was...",Downtown,40.43993,-79.99704,sandwiches,food
Joseph Tambellini Restaurant,http://www.yelp.com/biz/joseph-tambellini-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,81,4.5,We went here for a big family dinner (17 of us) and we sat in the private dining room on the third floor. It could not have been better. The service was...,Highland Park,40.47658157,-79.92144012,italian,food
Kanda House,http://www.yelp.com/biz/kanda-house-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,2.5,"A friend of mine and I walked into what used to be Miss Saigon 88 a bit worried because of some recent reviews seen here. However, our meal was very...",Oakland,40.45124173,-79.95154381,vietnamese,food
Kards Unlimited,http://www.yelp.com/biz/kards-unlimited-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,38,4.5,"This place is terrific!  I used to go often when I lived in Pittsburgh, so I stopped in on a recent visit home! They have a really cool selection of...",Shadyside,40.4511909,-79.9328384,shopping,shopping
Kasai,http://www.yelp.com/biz/kasai-carnegie?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,28,4.5,"Great sushi, great service, friendly, affordable, no fee on byob.   Music is fun.   Clean, nice atmosphere.   This place kicks butt!",Carnegie,40.40794754,-80.08554077,japanese,food
Katana,http://www.yelp.com/biz/katana-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,87,3.5,"So....You want the best sushi in Pittsburgh, at the best price, in a nice and convenient location yet tucked away from the business of city and also want an...",Dormont,40.38996,-80.0406299,japanese,food
Kayak Pittsburgh,http://www.yelp.com/biz/kayak-pittsburgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"Kayaking up & down the Pittsburgh rivers is crazy fun! If you're new at this, the Kayak Pittsburgh folks will give you a little lesson to take your fear...",North Side,40.44657965,-80.00382543,active,active
Kickback Pinball Cafe,http://www.yelp.com/biz/kickback-pinball-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"Great Place for Lunch With Man Children of All Ages!

We picked this place to kick off our Christmas break with The Little Man and it was a total win!!!...",Lawrenceville,40.4712221,-79.9598367,cafes,food
Kiku Japanese Restaurant,http://www.yelp.com/biz/kiku-japanese-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,69,4,"There were no customers eating in on this quiet Saturday afternoon, but the restaurant staff received us readily all the same. It made for a nice...",South Side,40.434127,-80.00605,sushi,food
La Gondola Pizzeria & Restaurant,http://www.yelp.com/biz/la-gondola-pizzeria-and-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,"My friend turned me on to this jewel of Market Square. I'm so happy she did because it is great to satiate that pizza need.

It looks a bit like a hole in...",Downtown,40.4401588,-80.0024567,italian,food
La Gourmandine Bakery & Pastry Shop,http://www.yelp.com/biz/la-gourmandine-bakery-and-pastry-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,262,4.5,I went a little crazy last week when I stopped in. I had only ever eaten what my husband would pick up from here- usually their almond croissants. This was...,Lawrenceville,40.473129,-79.958893,french,food
La Palapa,http://www.yelp.com/biz/la-palapa-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,6,4.5,Best tacos ever!!! My only issue here is deciding what I want.. Thursday the market is open late so it's a great place for a quick dinner. I've loved...,Strip District,40.4535609,-79.9805948,mexican,food
"La Palapa, Mexican Gourmet Kitchen",http://www.yelp.com/biz/la-palapa-mexican-gourmet-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,95,4.5,"Oh my god - this place is so good! I got the veggie empanadas and chips & guac. Both were amazing.  

So many great things:

Bright tasting & fresh guac....",South Side,40.4288101,-79.9781036,mexican,food
La Prima Espresso Co,http://www.yelp.com/biz/la-prima-espresso-co-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,4.5,"Delicious, authentic espresso, lattes and cappucinos. The only drawback is sometimes the line is a little long in the morning but it's definitely worth the...",Strip District,40.45158438,-79.98289146,coffee,food
Larrimor's,http://www.yelp.com/biz/larrimors-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,5,"If you're going to shop downtown, you're not going to be getting big discounts. I saw a Robert Graham shirt here last week for about $200--the same one at a...",Downtown,40.4411909,-80.0004856,shopping,shopping
Las Palmas,http://www.yelp.com/biz/las-palmas-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,108,4.5,"Being a Mexican-American visitor from San Diego in sunny Cali (where there's a Mexican place every other half mile) and a constant visitor to Tijuana, there...",Oakland,40.43891907,-79.95530701,mexican,food
Las Palmas Carniceria,http://www.yelp.com/biz/las-palmas-carniceria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,4.5,"It's amazing what measures I will go to, just for a TACO. I saw Las Palmas on the drive-by. Then I made an escape and while my henchbrethren waited, peering...",Brookline,40.3945961,-80.02168274,mexican,food
Le Mardi Gras,http://www.yelp.com/biz/le-mardi-gras-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,42,4,"I'm visiting the Shadyside (Eastside) area this week for work and decided to swing by Le Mardi Gras on my first night.  As I was walking down Walnut Street,...",Shadyside,40.45127869,-79.93463898,nightlife,nightlife
Lefty's,http://www.yelp.com/biz/leftys-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"Great place on the Strip for a Good drink at a Fair Price.
Awesome atmosphere, lots of memorabilia. 
Pool table, dart board, lots of bottled beer and...",Strip District,40.4516182,-79.9836273,nightlife,nightlife
Legends North Shore,http://www.yelp.com/biz/legends-north-shore-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,84,4,"I love Legends! 
My friends and I frequent there often! 
The food and service is always wonderful! Love that it's BYOB! My favorite is their spinach...",North Side,40.456584,-80.001487,italian,food
Legume,http://www.yelp.com/biz/legume-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,268,4.5,"I've been here twice so far, and both times I left incredibly satisfied. The first time was in the summer, the second in the winter so each time the menu...",Oakland,40.4503899,-79.9508591,french,food
Lili Cafe,http://www.yelp.com/biz/lili-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,"I was meeting someone from Polish Hill, who says this is her favorite neighborhood cafe. I can see why! It's cozy and I love how it feels very local (they...",Polish Hill,40.4574699,-79.9658737,coffee,food
Little Bangkok In the Strip,http://www.yelp.com/biz/little-bangkok-in-the-strip-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,73,4,"WARNING: THE SPICE SCALE IS NOT AMERICANIZED!!!
But Little Bangkok burns soooo good.
If you think you like a level 10 spicy, you might want to start with a...",Strip District,40.45076899,-79.98437136,thai,food
Little Tokyo,http://www.yelp.com/biz/little-tokyo-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,108,4,"I'm somewhat of a sushi snob.  I'll admit it. But I have lived in Tokyo and only want good sushi. And as far as sushi in the Burgh goes, Little Tokyo on...",,40.3818016,-80.0443726,sushi,food
Little Tokyo Bistro,http://www.yelp.com/biz/little-tokyo-bistro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,80,4,"Hawaiian Roll and spicy tuna roll. 

That's what I dreamt of the other night.

I know I'm not crazy because my sister said the same thing. Could we both be...",South Side,40.428185,-79.975304,sushi,food
Los Cabos Mexican Restaurant,http://www.yelp.com/biz/los-cabos-mexican-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,3.5,"You blink, and you'll miss it. Tiny place in the middle of a block of different stores. Don't let that deter you from trying it out!
Enchilada - fairly...",Lawrenceville,40.4655914,-79.9545898,mexican,food
Loving Hut,http://www.yelp.com/biz/loving-hut-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,91,4,"You need to go to Loving Hut. Stop what you are doing right now and go! Seriously, this is one of my top restaurants, ever. The food here is for the most...",,40.4289925,-80.1302317,vietnamese,food
Luke Wholey's Wild Alaskan Grille,http://www.yelp.com/biz/luke-wholeys-wild-alaskan-grille-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,206,4,Went here with my fiance and group of friends recently and can honestly say this was one of the best meals I've had in Pittsburgh. We had a couple of...,Strip District,40.45192124,-79.98280732,sushi,food
Lydiah's Coffee House,http://www.yelp.com/biz/lydiahs-coffee-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"Despite having ""Coffee House"" in its name, I haven't tried the coffee here. Mainly because I don't drink much coffee. However, let me tell you about the...",Downtown,40.4371691,-79.9981261,ethnicmarkets,food
Mad Mex - North Hills,http://www.yelp.com/biz/mad-mex-north-hills-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,3.5,"If there is one thing I could fault Mad Mex for, it's consistency. However, if I had to pick the most consistent restaurant in their chain that infrequent,...",,40.5496857,-80.0193428,mexican,food
Mad Mex - Oakland,http://www.yelp.com/biz/mad-mex-oakland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,191,3.5,"I love this place. They're constantly having deals, my go to is from 2-4 students (with IDs) get most of their menu half off, really cannot get any better...",Oakland,40.438019,-79.954209,mexican,food
